Sample Name	Protocol REF	Parameter Value[HD]	Unit	Term Source REF	Term Accession Number	Parameter Value[PH]	Unit	Term Source REF	Term Accession Number	Parameter Value[TKW]	Unit	Term Source REF	Term Accession Number	Parameter Value[EW]	Unit	Term Source REF	Term Accession Number	Parameter Value[GPE]	Unit	Term Source REF	Parameter Value[GY]	Unit	Term Source REF	Parameter Value[SW]	Unit	Term Source REF	Parameter Value[GH]	Unit	Term Source REF	Term Accession Number	Parameter Value[STC]	Unit	Term Source REF	Term Accession Number	Parameter Value[PC]	Unit	Term Source REF	Term Accession Number	Parameter Value[SDS]	Unit	Term Source REF	Term Accession Number	Parameter Value[HAG]	Unit	Term Source REF	Term Accession Number	Parameter Value[ZEL]	Unit	Term Source REF	Term Accession Number	Assay Name
sample_1529	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	99	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	102.527272727273	dt/ha	UO	82.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	302.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	48.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1529
sample_153	Phenotyping	135	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	53.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	36.6	number	UO	105.333333333333	dt/ha	UO	75.2	kg/hL	UO	50.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.66	%	UO	http://purl.obolibrary.org/obo/UO_0000187	76.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	50.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_153
sample_1530	Phenotyping	154	days	UO	http://purl.obolibrary.org/obo/UO_0000033	78	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	98.4363636363636	dt/ha	UO	79.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	9.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	413.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	42.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1530
sample_1531	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	99	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	52.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	108.363636363636	dt/ha	UO	84.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	261.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	49.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1531
sample_1532	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	54.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	103.363636363636	dt/ha	UO	82.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	392.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	29.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1532
sample_1533	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	88	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	56.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	100.581818181818	dt/ha	UO	79.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	270.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	45.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1533
sample_1534	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	113.381818181818	dt/ha	UO	80.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	338.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	42.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1534
sample_1535	Phenotyping	156	days	UO	http://purl.obolibrary.org/obo/UO_0000033	84	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	111.909090909091	dt/ha	UO	80.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	318.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	35.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1535
sample_1536	Phenotyping	154	days	UO	http://purl.obolibrary.org/obo/UO_0000033	76	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	45.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.654545454545	dt/ha	UO	81.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	363.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	44.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1536
sample_1537	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	113.454545454545	dt/ha	UO	82.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	319.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	34.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1537
sample_1538	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	105	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	52.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.454545454545	dt/ha	UO	83.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	324.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	39.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1538
sample_1539	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	101	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	59.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	89.6363636363636	dt/ha	UO	83.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	205.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	55.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1539
sample_154	Phenotyping	140	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	43.0	number	UO	103.666666666667	dt/ha	UO	77.6	kg/hL	UO	52.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.44	%	UO	http://purl.obolibrary.org/obo/UO_0000187	80.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	43.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_154
sample_1540	Phenotyping	155	days	UO	http://purl.obolibrary.org/obo/UO_0000033	83	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	38.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	116.945454545455	dt/ha	UO	79.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	260.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	28.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1540
sample_1541	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	86	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	104.036363636364	dt/ha	UO	82.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	372.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	40.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1541
sample_1542	Phenotyping	148	days	UO	http://purl.obolibrary.org/obo/UO_0000033	93	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	52.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	103.236363636364	dt/ha	UO	82.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	379.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	42.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1542
sample_1543	Phenotyping	154	days	UO	http://purl.obolibrary.org/obo/UO_0000033	89	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	113.872727272727	dt/ha	UO	82.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	385.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	49.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1543
sample_1544	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	89	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	124.2	dt/ha	UO	81.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	71.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	9.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	298.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1544
sample_1545	Phenotyping	152	days	UO	http://purl.obolibrary.org/obo/UO_0000033	89	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	113.4	dt/ha	UO	84.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	360.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	51.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1545
sample_1546	Phenotyping	148	days	UO	http://purl.obolibrary.org/obo/UO_0000033	79	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	99.2	dt/ha	UO	80.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	229.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	45.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1546
sample_1547	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	105	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	53.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	116.781818181818	dt/ha	UO	82.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	245.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	50.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1547
sample_1548	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	108	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	51.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	86.9636363636364	dt/ha	UO	84.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	298.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	53.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1548
sample_1549	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	78	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	39.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	107.745454545455	dt/ha	UO	76.85	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	168.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	20.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1549
sample_155	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	97	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	57.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	52.9	number	UO	107.666666666667	dt/ha	UO	79.4	kg/hL	UO	57.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.82	%	UO	http://purl.obolibrary.org/obo/UO_0000187	88.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	53.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_155
sample_1550	Phenotyping	148	days	UO	http://purl.obolibrary.org/obo/UO_0000033	79	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	120.654545454545	dt/ha	UO	79.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	309.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	37.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1550
sample_1551	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	112.272727272727	dt/ha	UO	81.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	277.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	39.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1551
sample_1552	Phenotyping	155	days	UO	http://purl.obolibrary.org/obo/UO_0000033	98	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	111.272727272727	dt/ha	UO	81.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	299.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	41.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1552
sample_1553	Phenotyping	154	days	UO	http://purl.obolibrary.org/obo/UO_0000033	92	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	54.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	116.381818181818	dt/ha	UO	83.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	352.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	47.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1553
sample_1554	Phenotyping	154	days	UO	http://purl.obolibrary.org/obo/UO_0000033	84	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	121.381818181818	dt/ha	UO	81.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	233.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	30.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1554
sample_1555	Phenotyping	144	days	UO	http://purl.obolibrary.org/obo/UO_0000033	89	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	59.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	110.963636363636	dt/ha	UO	78.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	243.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	33.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1555
sample_1556	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	87	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	44.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	121.472727272727	dt/ha	UO	83.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	348.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	37.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1556
sample_1557	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	79	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	107.418181818182	dt/ha	UO	77.25	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	245.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	40.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1557
sample_1558	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	84	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	58.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	104.690909090909	dt/ha	UO	81.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	218.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	39.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1558
sample_1559	Phenotyping	158	days	UO	http://purl.obolibrary.org/obo/UO_0000033	105	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	42.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	100.527272727273	dt/ha	UO	83.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	352.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	32.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1559
sample_156	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	44.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	49.9	number	UO	85.1666666666667	dt/ha	UO	77.7	kg/hL	UO	47.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.51	%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	43.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_156
sample_1560	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	82	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	57.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	108.945454545455	dt/ha	UO	79.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	402.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	42.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1560
sample_1561	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	92	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	108.4	dt/ha	UO	82.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	284.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	31.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098	assay_1561
