Sample Name	Protocol REF	Parameter Value[HD]	Unit	Term Source REF	Term Accession Number	Parameter Value[PH]	Unit	Term Source REF	Term Accession Number	Parameter Value[TKW]	Unit	Term Source REF	Term Accession Number	Parameter Value[EW]	Unit	Term Source REF	Term Accession Number	Parameter Value[GPE]	Unit	Term Source REF	Parameter Value[GY]	Unit	Term Source REF	Parameter Value[SW]	Unit	Term Source REF	Parameter Value[GH]	Unit	Term Source REF	Term Accession Number	Parameter Value[STC]	Unit	Term Source REF	Term Accession Number	Parameter Value[PC]	Unit	Term Source REF	Term Accession Number	Parameter Value[SDS]	Unit	Term Source REF	Term Accession Number	Parameter Value[HAG]	Unit	Term Source REF	Term Accession Number	Parameter Value[ZEL]	Unit	Term Source REF	Term Accession Number
sample_1610	Phenotyping	148	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	42.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	36.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	62.4	number	UO	112.78	dt/ha	UO	82.15025	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	246.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	26.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1611	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	31.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	53.3	number	UO	101.48	dt/ha	UO	85.12875	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	66.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	495.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	69.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1612	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021	36.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	57.6	number	UO	109.32	dt/ha	UO	80.339	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	325.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	35.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1613	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	36.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	54.7	number	UO	103.04	dt/ha	UO	84.364	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	325.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	61.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1614	Phenotyping	152	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	42.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021	35.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	62.5	number	UO	103.8	dt/ha	UO	84.7665	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	346.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	51.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1615	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	32.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	51.3	number	UO	119.28	dt/ha	UO	81.144	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	281.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	46.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1616	Phenotyping	144	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	31.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	53.0	number	UO	107.54	dt/ha	UO	84.16275	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	321.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	41.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1617	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	44.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	29.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	48.7	number	UO	107.76	dt/ha	UO	82.1905	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	67.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	329.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	60.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1618	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	56.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	37.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	54.4	number	UO	105.32	dt/ha	UO	82.11	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	65.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	206.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	59.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1619	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	40.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	37.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	68.9	number	UO	101.94	dt/ha	UO	84.96775	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	411.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	46.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_162	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	92	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	56.3	number	UO	98.0	dt/ha	UO	75.1	kg/hL	UO	50.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.92	%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	39.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1620	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	25.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	40.3	number	UO	88.24	dt/ha	UO	86.3765	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	66.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	15.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	298.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	64.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1621	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	53.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	33.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	48.6	number	UO	112.44	dt/ha	UO	82.9955	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	247.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	54.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1622	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	43.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	31.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	52.4	number	UO	116.9	dt/ha	UO	84.00175	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	303.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	50.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1623	Phenotyping	143	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	37.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	56.6	number	UO	107.76	dt/ha	UO	81.74775	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	66.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	14.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	318.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	66.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1624	Phenotyping	142	days	UO	http://purl.obolibrary.org/obo/UO_0000033	100	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	55.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	39.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	52.3	number	UO	107.04	dt/ha	UO	84.00175	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	281.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	55.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1625	Phenotyping	139	days	UO	http://purl.obolibrary.org/obo/UO_0000033	70	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	37.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	56.7	number	UO	108.26	dt/ha	UO	81.66725	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	300.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	44.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1626	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	51.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021	37.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	54.5	number	UO	114.02	dt/ha	UO	79.73525	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	259.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	41.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1627	Phenotyping	140	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	44.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	28.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	52.1	number	UO	104.36	dt/ha	UO	84.1225	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	304.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	39.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1628	Phenotyping	144	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	34.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	59.0	number	UO	106.52	dt/ha	UO	80.86225	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	67.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	344.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	49.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1629	Phenotyping	148	days	UO	http://purl.obolibrary.org/obo/UO_0000033	65	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	38.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	57.5	number	UO	102.92	dt/ha	UO	79.051	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	67.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	165.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	35.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_163	Phenotyping	150	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	42.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	53.22	number	UO	102.5	dt/ha	UO	78.9	kg/hL	UO	53.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.93	%	UO	http://purl.obolibrary.org/obo/UO_0000187	75.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	46.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1630	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	70	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	31.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021	50.3	number	UO	110.76	dt/ha	UO	81.02325	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	198.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	37.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1631	Phenotyping	136	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	63.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	34.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	40.8	number	UO	100.68	dt/ha	UO	83.237	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	66.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	14.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	316.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	61.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1632	Phenotyping	142	days	UO	http://purl.obolibrary.org/obo/UO_0000033	70	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	44.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	39.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	67.3	number	UO	104.84	dt/ha	UO	81.466	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	67.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	274.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	45.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1633	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	32.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	53.5	number	UO	114.14	dt/ha	UO	83.76025	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	282.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	53.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1634	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	40.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	64.3	number	UO	111.3	dt/ha	UO	83.4785	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	230.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	55.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1635	Phenotyping	143	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	51.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021	33.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021	51.2	number	UO	108.72	dt/ha	UO	83.237	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	224.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	57.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1636	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	39.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	62.4	number	UO	115.56	dt/ha	UO	80.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	298.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	40.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1637	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	105	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	38.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	60.7	number	UO	110.68	dt/ha	UO	86.01425	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	298.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	61.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1638	Phenotyping	138	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	53.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	40.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021	57.3	number	UO	104.92	dt/ha	UO	87.14125	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	67.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	201.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	65.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1639	Phenotyping	138	days	UO	http://purl.obolibrary.org/obo/UO_0000033	100	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	38.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021	59.8	number	UO	103.3	dt/ha	UO	85.61175	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	66.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	311.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	64.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_164	Phenotyping	140	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	55.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	53.44	number	UO	99.8333333333333	dt/ha	UO	78.2	kg/hL	UO	53.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.25	%	UO	http://purl.obolibrary.org/obo/UO_0000187	79.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	45.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1640	Phenotyping	148	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021	38.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021	62.1	number	UO	114.7	dt/ha	UO	82.15025	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	367.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	52.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1641	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	44.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	34.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	57.3333333333333	number	UO	93.36	dt/ha	UO	85.5715	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	341.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	67.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1642	Phenotyping	138	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	53.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	33.7	g	UO	http://purl.obolibrary.org/obo/UO_0000021	47.3	number	UO	108.06	dt/ha	UO	80.822	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	146.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	65.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1643	Phenotyping	140	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021	35.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021	57.2	number	UO	107.3	dt/ha	UO	81.26475	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	274.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	58.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
